,file,urls,proc_pid,udp,tcp,hosts,requests,domains,pid,process_name,ppid,file_created,dll_loaded,regkey_opened,command_line,regkey_read,regkey_written
0,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '192.168.56.255', 'offset': 146316, 'time': 22.11292290687561, 'dport': 137, 'sport': 137}","{'src': '192.168.56.40', 'dst': '13.104.215.69', 'offset': 1882, 'time': 85.07569003105164, 'dport': 443, 'sport': 49697}",13.104.215.69,settings-win.data.microsoft.com,"{'ip': '192.168.56.40', 'domain': 'DESKTOP-QNLTN06.local'}",572.0,lsass.exe,444.0,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\g4wihelp.dll,C:\Windows\system32\DWMAPI.dll,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\MenuOrder\Start Menu\Programs\GnuPT,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B94237E7-57AC-4347-9151-B08C6C32D1F7}\DefinitionFlags,N/A
1,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '192.168.56.255', 'offset': 151932, 'time': 28.101629972457886, 'dport': 138, 'sport': 138}","{'src': '192.168.56.40', 'dst': '13.107.246.10', 'offset': 38828, 'time': 83.51905608177185, 'dport': 443, 'sport': 49692}",13.107.246.10,sls.update.microsoft.com,"{'ip': '142.250.64.174', 'domain': 'redirector.gvt1.com'}",3180.0,gpg4win-3.1.13.exe,3844.0,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\modern-wizard.bmp,C:\Windows\system32\RichEd20.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{E555AB60-153B-4D17-9F04-A5FE99FC15EC}\Name,N/A
2,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.251', 'offset': 1732569, 'time': 21.533435106277466, 'dport': 5353, 'sport': 5353}","{'src': '192.168.56.40', 'dst': '13.107.4.52', 'offset': 49807, 'time': 27.785115957260132, 'dport': 80, 'sport': 49675}",13.107.4.52,client.wns.windows.com,"{'ip': '200.41.11.126', 'domain': 'ctldl.windowsupdate.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\nsDialogs.dll,C:\Windows\system32\PROPSYS.dll,HKEY_CURRENT_USER\Software\Gpg4win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A4115719-D62E-491D-AA7C-E74B8BE3B067}\Stream,N/A
3,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.252', 'offset': 1733961, 'time': 28.87690305709839, 'dport': 5355, 'sport': 53955}","{'src': '192.168.56.40', 'dst': '172.217.1.110', 'offset': 51156, 'time': 111.07939505577087, 'dport': 80, 'sport': 49712}",172.217.1.110,ctldl.windowsupdate.com,"{'ip': '216.58.192.35', 'domain': 'update.googleapis.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsk67DF.tmp,api-ms-win-core-com-l1-1-0.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\Gpg4win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0ddd015d-b06c-45d5-8c4c-f59713854639}\InfoTip,N/A
4,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.252', 'offset': 1734325, 'time': 21.985104084014893, 'dport': 5355, 'sport': 60139}","{'src': '192.168.56.40', 'dst': '172.217.1.110', 'offset': 52595, 'time': 123.39745092391968, 'dport': 443, 'sport': 49716}",172.217.8.99,ocsp.digicert.com,"{'ip': '96.7.198.96', 'domain': 'go.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\modern-header.bmp,C:\Windows\system32\SETUPAPI.dll,HKEY_LOCAL_MACHINE\Software\Gpg4win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{54EED2E0-E7CA-4fdb-9148-0F4247291CFA}\PreCreate,N/A
5,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1743879, 'time': 22.506947994232178, 'dport': 3702, 'sport': 50688}","{'src': '192.168.56.40', 'dst': '172.217.8.99', 'offset': 61287, 'time': 85.65483689308167, 'dport': 443, 'sport': 49698}",186.47.206.153,go.microsoft.com,"{'ip': '40.64.100.89', 'domain': 'displaycatalog.mp.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp,kernel32.dll,HKEY_LOCAL_MACHINE\Software\GNU\GnuPG,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{724EF170-A42D-4FEF-9F26-B60E846FBA4F}\FolderTypeID,N/A
6,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1771095, 'time': 31.226561069488525, 'dport': 1900, 'sport': 53958}","{'src': '192.168.56.40', 'dst': '186.47.206.153', 'offset': 71310, 'time': 153.45246696472168, 'dport': 80, 'sport': 49720}",186.47.206.169,clients2.google.com,"{'ip': '40.90.22.190', 'domain': 'login.live.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\LangDLL.dll,C:\Users\ADMINI~1\AppData\Local\Temp\nsu681E.tmp\LangDLL.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\GPG4Win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0762D272-C50A-4BB0-A382-697DCD729B80}\Description,N/A
7,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1776369, 'time': 31.265727043151855, 'dport': 3702, 'sport': 53960}","{'src': '192.168.56.40', 'dst': '186.47.206.169', 'offset': 137575, 'time': 56.84564399719238, 'dport': 80, 'sport': 49680}",192.16.58.8,DESKTOP-QNLTN06.local,"{'ip': '52.191.219.104', 'domain': 'settings-win.data.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\System.dll,C:\Windows\system32\ole32.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\Windows Privacy Tools,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{905e63b6-c1bf-494e-b29c-65b732d3d21a}\Stream,N/A
8,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1785917, 'time': 42.93577194213867, 'dport': 3702, 'sport': 53962}","{'src': '192.168.56.40', 'dst': '186.47.206.169', 'offset': 140149, 'time': 83.74725008010864, 'dport': 80, 'sport': 49693}",20.190.3.175,pti.store.microsoft.com,"{'ip': '201.219.34.143', 'domain': 'r4---sn-jou-0pve7.gvt1.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nso6628.tmp,C:\Windows\system32\SHFOLDER.dll,HKEY_LOCAL_MACHINE\Software\GNU\GnuPP\Settings,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{a0c69a99-21c8-4671-8703-7934162fcf1d}\ParsingName,N/A
9,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1805013, 'time': 73.65754795074463, 'dport': 3702, 'sport': 59060}","{'src': '192.168.56.40', 'dst': '186.47.206.169', 'offset': 141471, 'time': 84.08247089385986, 'dport': 80, 'sport': 49696}",201.219.34.143,www.msftconnecttest.com,"{'ip': '13.107.246.10', 'domain': 'pti.store.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsu681E.tmp\UserInfo.dll,ntdll.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B88F4DAA-E7BD-49a9-B74D-02885A5DC765}\InfoTip,N/A
10,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1814561, 'time': 27.18218493461609, 'dport': 1900, 'sport': 60142}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 142748, 'time': 63.33856511116028, 'dport': 80, 'sport': 49681}",23.10.117.99,redirector.gvt1.com,"{'ip': '20.190.3.175', 'domain': 'sls.update.microsoft.com'}",N/A,N/A,N/A,N/A,C:\Windows\system32\NTMARTA.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Name,N/A
11,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2215088, 'time': 75.11838293075562, 'dport': 53, 'sport': 50453}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 144646, 'time': 83.92274689674377, 'dport': 80, 'sport': 49695}",40.90.22.191,update.googleapis.com,"{'ip': '192.16.58.8', 'domain': 'ocsp.digicert.com'}",N/A,N/A,N/A,N/A,C:\Windows\system32\CLBCATQ.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2112AB0A-C86A-4ffe-A368-0DE96E47012E}\PublishExpandedPath,N/A
12,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2215390, 'time': 110.52929902076721, 'dport': 53, 'sport': 50753}","{'src': '192.168.56.40', 'dst': '20.190.3.175', 'offset': 152684, 'time': 75.30271410942078, 'dport': 443, 'sport': 49683}",52.177.165.30,displaycatalog.mp.microsoft.com,"{'ip': '13.107.4.52', 'domain': 'www.msftconnecttest.com'}",N/A,N/A,N/A,N/A,ext-ms-win-rtcore-ntuser-integration-l1-1-0.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{56784854-C6CB-462B-8169-88E350ACB882}\StreamResourceType,N/A
13,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2215596, 'time': 83.54577708244324, 'dport': 53, 'sport': 52056}","{'src': '192.168.56.40', 'dst': '20.190.3.175', 'offset': 159603, 'time': 110.408607006073, 'dport': 443, 'sport': 49710}",52.179.224.121,r4---sn-jou-0pve7.gvt1.com,"{'ip': '172.217.8.78', 'domain': 'clients2.google.com'}",N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nsu681E.tmp\UserInfo.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B2C5E279-7ADD-439F-B28C-C41FE1BBF672}\Icon,N/A
14,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2216000, 'time': 85.1114571094513, 'dport': 53, 'sport': 54184}","{'src': '192.168.56.40', 'dst': '201.219.34.143', 'offset': 166525, 'time': 118.12264108657837, 'dport': 80, 'sport': 49715}",52.191.219.104,login.live.com,N/A,N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nsu681E.tmp\g4wihelp.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2A00375E-224C-49DE-B8D1-440DF7EF3DDC}\FolderTypeID,N/A
15,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2216210, 'time': 107.81878304481506, 'dport': 53, 'sport': 55164}","{'src': '192.168.56.40', 'dst': '23.10.117.99', 'offset': 1734923, 'time': 81.33867001533508, 'dport': 443, 'sport': 49687}",52.251.11.100,N/A,N/A,N/A,N/A,N/A,N/A,comctl32,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\Category,N/A
16,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2216512, 'time': 75.8040759563446, 'dport': 53, 'sport': 55536}","{'src': '192.168.56.40', 'dst': '40.90.22.191', 'offset': 1816355, 'time': 44.9470579624176, 'dport': 443, 'sport': 49677}",8.8.8.8,N/A,N/A,N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nsu681E.tmp\nsDialogs.dll,N/A,N/A,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Favorites,N/A
17,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2216791, 'time': 82.84027099609375, 'dport': 53, 'sport': 58050}","{'src': '192.168.56.40', 'dst': '52.177.165.30', 'offset': 1939682, 'time': 79.66934108734131, 'dport': 443, 'sport': 49684}",52.177.166.224,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\system32\APPHELP.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{190337d1-b8ca-4121-a639-6d472d16972a}\InfoTip,N/A
18,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2217140, 'time': 84.79912900924683, 'dport': 53, 'sport': 58773}","{'src': '192.168.56.40', 'dst': '52.179.224.121', 'offset': 1951694, 'time': 111.50338101387024, 'dport': 443, 'sport': 49709}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\system32\USERENV.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{9e3995ab-1f9c-4f13-b827-48b24b6c7174}\InitFolderHandler,N/A
19,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2217470, 'time': 70.52642297744751, 'dport': 53, 'sport': 59059}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1960101, 'time': 71.31969904899597, 'dport': 443, 'sport': 49682}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\System32\MSCTF.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0139D44E-6AFE-49F2-8690-3DAFCAE6FFB8}\PreCreate,N/A
20,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2217747, 'time': 153.16592693328857, 'dport': 53, 'sport': 60493}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1969706, 'time': 80.92507100105286, 'dport': 443, 'sport': 49685}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,ext-ms-win-rtcore-ntuser-window-ext-l1-1-0.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7BE16610-1F7F-44AC-BFF0-83E15F2FFCA1}\LocalRedirectOnly,N/A
21,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2218151, 'time': 117.57679009437561, 'dport': 53, 'sport': 61720}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1976991, 'time': 82.07190108299255, 'dport': 443, 'sport': 49688}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\system32\OLEACC.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Roamable,N/A
22,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2218401, 'time': 83.27019309997559, 'dport': 53, 'sport': 61778}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1983334, 'time': 83.10234189033508, 'dport': 443, 'sport': 49689}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,comctl32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A77F5D77-2E2B-44C3-A6A2-ABA601054A51}\LocalizedName,N/A
23,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2218743, 'time': 74.92082500457764, 'dport': 53, 'sport': 61831}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1989942, 'time': 83.97243690490723, 'dport': 443, 'sport': 49694}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\system32\CRYPTBASE.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2B0F765D-C0E9-4171-908E-08A611B84FF6}\Name,N/A
24,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2219030, 'time': 55.796672105789185, 'dport': 53, 'sport': 63537}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 2005313, 'time': 85.69324588775635, 'dport': 443, 'sport': 49699}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nsu681E.tmp\System.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{43668BF8-C14E-49B2-97C9-747784D784B7}\RelativePath,N/A
25,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2219434, 'time': 62.67573809623718, 'dport': 53, 'sport': 63794}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 2012108, 'time': 89.54153800010681, 'dport': 443, 'sport': 49703}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\system32\VERSION.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Security,N/A
26,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2219668, 'time': 26.434226036071777, 'dport': 53, 'sport': 64066}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 2076243, 'time': 92.36686491966248, 'dport': 443, 'sport': 49704}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,rpcrt4.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A990AE9F-A03B-4e80-94BC-9912D7504104}\Security,N/A
27,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2219964, 'time': 43.10690999031067, 'dport': 53, 'sport': 64341}","{'src': '192.168.56.40', 'dst': '52.251.11.100', 'offset': 2082677, 'time': 83.26830291748047, 'dport': 443, 'sport': 49690}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:\Windows\system32\UXTHEME.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{C1BAE2D0-10DF-4334-BEDD-7AA20B227A9D}\FolderTypeID,N/A
28,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2220397, 'time': 111.16035795211792, 'dport': 53, 'sport': 65356}","{'src': '192.168.56.40', 'dst': '52.251.11.100', 'offset': 2091452, 'time': 87.92966198921204, 'dport': 443, 'sport': 49701}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{10C07CD0-EF91-4567-B850-448B77CB37F9}\FolderTypeID,N/A
0,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '192.168.56.255', 'offset': 44334, 'time': 3.8830947875976562, 'dport': 137, 'sport': 137}","{'src': '192.168.56.40', 'dst': '13.107.246.10', 'offset': 1210, 'time': 95.07991480827332, 'dport': 443, 'sport': 49694}",186.42.100.141,displaycatalog.mp.microsoft.com,"{'ip': '192.168.56.40', 'domain': 'DESKTOP-QNLTN06.local'}",572.0,lsass.exe,444.0,C:\Users\Administrador\AppData\Local\Temp\nsb3570.tmp,C:\Windows\system32\DWMAPI.dll,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\MenuOrder\Start Menu\Programs\GnuPT,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B94237E7-57AC-4347-9151-B08C6C32D1F7}\DefinitionFlags,N/A
1,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '192.168.56.255', 'offset': 51246, 'time': 9.262698888778687, 'dport': 138, 'sport': 138}","{'src': '192.168.56.40', 'dst': '13.107.4.52', 'offset': 12425, 'time': 2.1017189025878906, 'dport': 80, 'sport': 49675}",13.107.246.10,sls.update.microsoft.com,"{'ip': '172.217.3.78', 'domain': 'redirector.gvt1.com'}",4032.0,gpg4win-3.1.13.exe,312.0,C:\Users\Administrador\AppData\Local\Temp\nsg3590.tmp\nsDialogs.dll,C:\Windows\system32\RichEd20.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{E555AB60-153B-4D17-9F04-A5FE99FC15EC}\Name,N/A
2,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.251', 'offset': 1630763, 'time': 2.5915098190307617, 'dport': 5353, 'sport': 5353}","{'src': '192.168.56.40', 'dst': '13.74.179.117', 'offset': 13774, 'time': 59.07126593589783, 'dport': 443, 'sport': 49686}",13.107.4.52,client.wns.windows.com,"{'ip': '96.7.198.96', 'domain': 'go.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsg3590.tmp\modern-header.bmp,C:\Windows\system32\PROPSYS.dll,HKEY_CURRENT_USER\Software\Gpg4win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A4115719-D62E-491D-AA7C-E74B8BE3B067}\Stream,N/A
3,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.252', 'offset': 1631691, 'time': 6.225125789642334, 'dport': 5355, 'sport': 53955}","{'src': '192.168.56.40', 'dst': '172.217.2.142', 'offset': 20693, 'time': 198.85994291305542, 'dport': 80, 'sport': 49713}",13.74.179.117,ctldl.windowsupdate.com,"{'ip': '52.191.219.104', 'domain': 'settings-win.data.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsg3590.tmp\g4wihelp.dll,api-ms-win-core-com-l1-1-0.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\Gpg4win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0ddd015d-b06c-45d5-8c4c-f59713854639}\InfoTip,N/A
4,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.252', 'offset': 1631873, 'time': 2.6204118728637695, 'dport': 5355, 'sport': 64066}","{'src': '192.168.56.40', 'dst': '172.217.2.142', 'offset': 23431, 'time': 227.0070149898529, 'dport': 443, 'sport': 49717}",172.217.2.142,ocsp.digicert.com,"{'ip': '216.58.192.35', 'domain': 'update.googleapis.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsg3590.tmp,C:\Windows\system32\SETUPAPI.dll,HKEY_LOCAL_MACHINE\Software\Gpg4win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{54EED2E0-E7CA-4fdb-9148-0F4247291CFA}\PreCreate,N/A
5,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1650375, 'time': 2.8612828254699707, 'dport': 3702, 'sport': 50688}","{'src': '192.168.56.40', 'dst': '172.217.8.131', 'offset': 30985, 'time': 168.51563000679016, 'dport': 443, 'sport': 49712}",172.217.8.131,go.microsoft.com,"{'ip': '40.64.101.146', 'domain': 'displaycatalog.mp.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsv3417.tmp,kernel32.dll,HKEY_LOCAL_MACHINE\Software\GNU\GnuPG,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{724EF170-A42D-4FEF-9F26-B60E846FBA4F}\FolderTypeID,N/A
6,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1659447, 'time': 58.33305883407593, 'dport': 3702, 'sport': 58051}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 40766, 'time': 38.708096981048584, 'dport': 80, 'sport': 49682}",192.16.58.8,clients2.google.com,"{'ip': '13.107.246.10', 'domain': 'pti.store.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsg3590.tmp\System.dll,C:\Windows\system32\ole32.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\GPG4Win,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0762D272-C50A-4BB0-A382-697DCD729B80}\Description,N/A
7,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1668995, 'time': 2.559807777404785, 'dport': 3702, 'sport': 60140}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 42664, 'time': 60.211808919906616, 'dport': 80, 'sport': 49687}",20.54.24.246,settings-win.data.microsoft.com,"{'ip': '192.16.48.200', 'domain': 'ctldl.windowsupdate.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsg3590.tmp\modern-wizard.bmp,C:\Windows\system32\SHFOLDER.dll,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\Windows Privacy Tools,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{905e63b6-c1bf-494e-b29c-65b732d3d21a}\Stream,N/A
